,Experience (YY.MM),Age in YY.,Stay/Left,New Location,New Promotion,New Job Role Match,Agency,Direct,Employee Referral,Marr.,Single,other status,B1,B2,B3,other group,< =1,> 1 & < =3,Operation,Sales,Support,Female,Male,other
234,4.0,26.07,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
235,5.0,33.06,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
236,9.01,37.07,Stay,3,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
237,2.05,27.0,Left,6,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
238,3.08,29.01,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
239,5.08,32.02,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
240,9.0,30.07,Stay,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
241,1.09,23.08,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
242,3.07,26.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
243,1.09,26.09,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
244,4.0,25.01,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
245,9.0,31.03,Left,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
246,7.05,32.02,Stay,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
247,3.01,26.05,Stay,2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
248,3.04,24.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
249,7.02,32.06,Stay,2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
250,12.02,38.11,Left,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
251,7.01,30.07,Stay,4,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
252,4.02,30.01,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
253,6.08,29.04,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
254,4.01,27.03,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
255,6.09,30.02,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
256,2.1,25.11,Stay,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
257,6.11,29.02,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
258,3.11,25.06,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
259,5.0,27.02,Left,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
260,7.11,27.11,Stay,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
261,4.05,30.11,Stay,7,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
262,5.0,28.04,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
263,3.04,26.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
264,6.05,29.09,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
265,12.01,34.02,Left,4,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
266,8.06,31.03,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
267,1.01,29.04,Stay,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
268,1.08,23.12,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
269,1.1,24.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
270,8.03,30.02,Stay,7,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
271,5.09,27.07,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
272,3.03,24.1,Left,7,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
273,2.05,25.03,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
274,6.04,30.08,Left,4,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
275,6.01,29.1,Stay,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
276,5.06,29.01,Stay,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
277,4.09,30.03,Stay,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
278,11.01,33.08,Stay,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
279,3.07,25.06,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
280,6.02,29.04,Stay,7,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
281,1.02,23.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
282,1.02,23.1,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
283,6.07,32.04,Stay,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
284,4.02,25.11,Left,7,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
285,2.02,24.06,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
286,3.09,30.06,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
287,3.02,26.01,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
288,3.09,27.07,Left,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
289,1.02,24.01,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
290,5.07,28.04,Stay,4,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
291,11.05,32.08,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
292,14.02,40.06,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
293,1.02,24.0,Stay,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
294,7.02,29.02,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
295,2.03,24.03,Left,7,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
296,4.06,26.12,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
297,5.1,30.09,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
298,2.09,27.05,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
299,6.02,29.02,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
300,1.07,25.03,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
301,4.07,26.05,Left,6,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
302,2.08,26.05,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
303,6.02,27.1,Left,6,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
304,5.02,27.04,Stay,6,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
305,3.07,28.06,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
306,2.03,23.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
307,1.03,24.04,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
308,3.0,25.1,Left,6,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
309,4.11,28.09,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
310,6.05,28.1,Left,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
311,2.08,24.07,Left,7,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
312,5.03,27.12,Stay,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
313,4.02,27.06,Left,6,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
314,7.07,35.05,Stay,6,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
315,12.03,35.1,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
316,5.11,28.1,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
317,1.08,43.1,Stay,4,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
318,1.08,25.07,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
319,1.08,26.08,Stay,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
320,1.08,33.03,Left,4,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
321,1.03,24.02,Left,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
322,1.03,23.0,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
323,4.03,29.02,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
324,8.03,35.07,Stay,6,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
325,6.03,34.01,Stay,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
326,1.09,27.11,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
327,11.08,34.06,Stay,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
328,4.03,27.04,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
329,1.03,24.09,Left,6,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
330,12.03,35.08,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
331,8.03,30.05,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
332,4.03,35.08,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
333,4.03,25.06,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
334,7.06,37.06,Stay,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
335,14.0,38.09,Stay,5,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
336,7.05,30.05,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
337,5.03,27.08,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
338,4.1,29.09,Stay,6,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
339,2.07,27.03,Stay,6,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
340,4.08,26.05,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
341,1.03,23.04,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
342,6.08,32.1,Left,3,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
343,3.02,27.11,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
344,5.03,27.07,Stay,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
345,12.1,40.02,Stay,4,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
346,3.11,29.0,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
347,2.06,23.08,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
348,3.1,26.03,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
349,15.05,37.03,Left,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
350,16.04,42.05,Stay,7,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
351,4.04,26.09,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
352,7.03,30.04,Left,5,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
353,5.1,26.1,Left,5,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
354,8.04,29.06,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
355,8.04,32.05,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
356,5.08,28.03,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
357,8.01,32.07,Stay,6,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
358,2.04,24.08,Stay,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
359,4.07,27.02,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
360,4.06,29.09,Left,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
361,15.04,37.02,Stay,5,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
362,6.04,31.03,Left,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
363,2.0,23.02,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
364,6.0,30.04,Stay,6,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
365,2.06,26.1,Left,5,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
366,3.1,26.09,Left,4,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
367,2.05,23.07,Stay,4,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
368,4.0,26.1,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
369,4.0,26.05,Stay,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
370,8.0,35.07,Stay,7,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
371,4.06,24.09,Stay,6,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
372,5.0,27.06,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
373,5.04,31.1,Left,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
374,10.07,37.06,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
375,6.0,28.11,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
376,4.05,27.08,Stay,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
377,5.05,28.02,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
378,4.11,27.03,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
379,9.04,31.01,Stay,7,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
380,4.09,26.08,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
381,5.07,27.07,Left,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
382,3.06,26.1,Stay,5,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
383,5.1,28.02,Left,4,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
384,5.1,29.04,Stay,6,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
385,7.05,30.02,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
386,8.07,37.04,Stay,6,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
387,6.07,28.09,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
388,2.04,24.05,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
389,3.11,25.09,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
390,6.02,29.07,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
391,2.01,25.11,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
392,6.03,31.07,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
393,8.11,31.04,Stay,4,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
394,18.05,47.09,Stay,7,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
395,4.1,29.02,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
396,2.0,24.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
397,6.04,29.09,Stay,3,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
398,4.08,27.08,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
399,5.0,29.02,Stay,3,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
400,1.05,24.02,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
401,9.06,32.07,Stay,5,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
402,4.01,28.05,Stay,5,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
403,3.0,25.09,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
404,5.01,26.08,Stay,7,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
405,4.03,24.09,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
406,13.05,37.08,Stay,6,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
407,21.06,45.05,Stay,6,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
408,5.1,28.06,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
409,5.02,31.03,Left,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
410,4.09,28.05,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
411,3.08,30.1,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
412,6.05,27.03,Left,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
413,2.04,24.02,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
414,3.11,26.11,Stay,4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
415,6.05,29.01,Stay,6,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
416,9.02,30.07,Stay,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
417,13.08,37.09,Stay,3,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0
418,5.11,28.04,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
419,6.05,30.04,Stay,6,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
420,4.04,26.03,Stay,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
421,5.07,28.0,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
422,1.05,23.12,Stay,6,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
423,13.1,37.11,Stay,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
424,6.11,28.05,Left,7,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
425,5.02,27.04,Stay,3,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
426,5.01,26.07,Stay,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
427,4.06,31.06,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
428,4.06,26.01,Stay,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
429,4.06,27.06,Left,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
430,5.1,27.1,Stay,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
431,5.02,27.07,Left,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
432,3.0,25.02,Left,6,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
433,2.11,25.07,Stay,5,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
434,4.08,26.08,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
435,7.09,33.08,Stay,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
436,7.08,28.02,Stay,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
437,3.07,28.01,Left,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
438,4.1,28.07,Stay,7,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
439,1.07,25.11,Stay,6,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
440,7.06,34.06,Stay,5,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
441,3.08,26.08,Left,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
442,2.08,25.04,Left,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
443,11.06,32.0,Stay,6,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
444,8.06,31.05,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
445,3.02,28.01,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
446,5.0,28.11,Left,7,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
447,5.1,28.03,Stay,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
448,4.06,28.05,Left,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
449,8.07,30.11,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
450,4.03,29.05,Left,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
451,3.11,28.03,Stay,7,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
452,11.07,38.06,Stay,6,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
453,1.08,28.05,Stay,7,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
454,6.07,27.06,Stay,6,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
455,2.07,25.12,Stay,5,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
456,4.06,26.11,Stay,5,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
457,9.01,32.06,Stay,6,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
458,4.01,28.08,Left,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
459,6.03,28.03,Stay,6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
460,6.02,28.09,Stay,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
461,1.07,27.04,Left,6,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
462,5.07,27.04,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
463,11.02,33.08,Stay,5,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
464,6.02,41.04,Stay,7,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
465,5.03,28.07,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
466,7.09,32.04,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
467,1.07,29.03,Left,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
468,5.0,26.07,Stay,7,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
469,1.07,25.03,Stay,7,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
470,7.08,31.09,Stay,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
471,3.08,26.11,Left,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
472,7.1,35.06,Stay,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
473,1.08,23.1,Left,5,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
474,6.09,35.11,Stay,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
475,2.11,26.12,Left,6,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
476,4.08,30.05,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
477,7.11,29.06,Stay,2,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
478,6.11,27.08,Stay,2,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
479,7.03,30.11,Stay,6,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
480,1.08,24.01,Left,6,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
481,6.08,28.03,Stay,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0
482,5.04,35.08,Stay,5,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
